etso;nm_source;proprietario;operatore;impianto;company;localita_estesa;localita;provincia;latitudine;longitudine;zona;descrizione;tipo;sottotipo;mgp;mi;msd;pmin;pmax
UP_CHIOMONTE_1;;IREN ENERGIA SPA;IREN MERCATO SPA;CHIOMONTE;IREN;10050 CHIOMONTE TO;CHIOMONTE;TO;45,1177836;6,9834046;NORD;UNITÀ DI PRODUZIONE CHIOMONTE ;IDRICO;FLUENTE;SI;SI;NO;0,5;16,6
UP_LE_VALLET_1;;IREN ENERGIA SPA;IREN MERCATO SPA;LE VALLETTE;IREN; TORINO TO;TORINO;TO;45,1037476;7,6246868;NORD;UNITÀ DI PRODUZIONE LE VALLETTE;TERMICO;MISTO;NO;NO;NO;8,5;26,5
UP_MIRAFIORI_1;;IREN ENERGIA SPA;IREN MERCATO SPA;MIRAFIORI NORD;IREN; TORINO TO;TORINO;TO;45,0434236;7,6202415;NORD;UNITÀ DI PRODUZIONE MIRAFIORI NORD;TERMICO;MISTO;SI;SI;NO;16;19
UP_PONT_1;;IREN ENERGIA SPA;IREN MERCATO SPA;PONT;IREN;11010 PONT AO;PONT;AO;45,5251277;7,2016659;NORD;UNITÀ DI PRODUZIONE PONT ;IDRICO;FLUENTE;SI;SI;NO;0;14
UP_PNTVENTOUX_2;;IREN ENERGIA SPA;IREN MERCATO SPA;PONT VENTOUX;IREN;10059 SUSA TO;SUSA;TO;45,1386144;7,0484573;NORD;UP COSTITUITA DAL GRUPPO  1 ;IDRICO;FLUENTE;SI;SI;NO;40;75
UP_RETE_2_1;;IREN ENERGIA SPA;IREN MERCATO SPA;RETE 2;IREN; REGGIO EMILIA RE;REGGIO EMILIA;RE;44,6989932;10,6296859;NORD;IMPIANTO PER LA PRODUZIONE DI ENERGIA ELETTRICA E TERMICA AL SERVIZIO DEL TELERISCALDAMENTO;TERMICO;MISTO;SI;SI;NO;2,5;74,6
UP_SANMAURO_1;;IREN ENERGIA SPA;IREN MERCATO SPA;SAN MAURO;IREN;10099 SAN MAURO TORINESE TO;SAN MAURO TORINESE;TO;45,1020871;7,7653554;NORD;IMPIANTO AD ACQUA FLUENTE (SUL PO) COLLEGATO IN MT ALLA RETE DI DISTRIBUZIONE AEM-TO ;IDRICO;FLUENTE;SI;SI;NO;2;8
UP_SUSA_1;;IREN ENERGIA SPA;IREN MERCATO SPA;SUSA;IREN;10059 SUSA TO;SUSA;TO;45,1436144;7,0414573;NORD;UNITÀ DI PRODUZIONE SUSA ;IDRICO;FLUENTE;SI;SI;NO;2;11
UP_CPIGNA_1;;IRENE SRL;GREEN NETWORK SPA;CPIGNA;GREEN NETWORK;18037 PIGNA IM;PIGNA;IM;43,9341168;7,6647576;NORD;CICLO COMBINATO TG E TV CON CALDAIA A RECUPERO IN COGENERAZIONE.POTENZA NOMINALE 50 MW.;TERMICO;COMBINATO;SI;SI;NO;40;51
UP_MPNTLCDCTR_1;;IRIS 2006 S.R.L.;ENEL PRODUZIONE SPA;Impianto eolico di Cutro - localitá Rosito;ENEL;88842 CUTRO KR;CUTRO;KR;39,0359151;16,974633;SUD;Parco eolico composto da 23 aerogeneratori sito nel comune di Cutro (KR);EOLICO;EOLICO;SI;SI;NO;2;46
UP_ISAB_ENER_1;;ISAB ENERGY SRL;ISAB SRL;ISAB ENERGY;ISAB;96010 PRIOLO GARGALLO SR;PRIOLO GARGALLO;SR;37,1578584;15,1837006;SICI;IGCC - ISAB ENERGY  ;TERMICO;COMBINATO;SI;SI;NO;200;556
UP_IMPSUD_2;PIP;ISAB SRL;ISAB SRL;IMPSUD;ISAB;96010 PRIOLO GARGALLO SR;PRIOLO GARGALLO;SR;37,1628584;15,1767006;SICI;IMPIANTO RAFFINERIA ISAB IMPIANTI SUD;TERMICO;MISTO;SI;SI;NO;0;61
UP_GSANDONACI_1;;ITAL GREEN ENERGY SCARLINO GESTIONE SRL;ENOI POWER;IGE-SANDONACI;ENOI;72025 SAN DONACI BR;SAN DONACI;BR;40,4475135;17,9225386;SUD;Impianto fotovoltaico da 15 MW;SOLARE;SOLARE;SI;SI;NO;0,5;14,968
UP_IGES_1;;ITAL GREEN ENERGY SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IGES;GSE;70043 MONOPOLI BA;MONOPOLI;BA;40,9525166;17,2985559;SUD;IMPIANTO A BIOMASSE SOLIDE E LIQUIDE IN CONVENZIONE CIP6/92 E CV;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;4;24,1
UP_IGES_2;;ITAL GREEN ENERGY SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IGES;GSE;70043 MONOPOLI BA;MONOPOLI;BA;40,9575166;17,2915559;SUD;IMPIANTO A BIOMASSE LIQUIDE;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;4;51
UP_IGES_3;;ITAL GREEN ENERGY SRL;ENOI POWER;IGES;ENOI;70043 MONOPOLI BA;MONOPOLI;BA;40,9625166;17,2845559;SUD;gruppo revamping `R`;TERMICO;MISTO;SI;SI;NO;1;11,5
UP_IGES_4;;ITAL GREEN ENERGY SRL;GREEN NETWORK SPA;IGES;GREEN NETWORK;70043 MONOPOLI BA;MONOPOLI;BA;40,9675166;17,2775559;SUD;i gruppi A,B,C,V della nuova UP corrispondono rispettivamente ai gruppi G5-G6-G7-T della UP_IGES_2 ;TERMICO;COMBINATO;SI;SI;NO;4;63
UP_ITAVSERIO_2;;ITALGEN SPA;ITALGEN SPA;ITA V.SERIO;ITALGEN;24020 VILLA DI SERIO BG;VILLA DI SERIO;BG;45,72287;9,7351696;NORD;CENTRALE DI VILLA DI SERIO (BG)NUM. PRESA:16514000100101;TERMICO;TRADIZIONALE;SI;SI;NO;0;40
UP_CAIRO_1;;ITALIANA COKE S.R.L.;DUFERCO ENERGIA S.P.A.;CAIRO;DUFERCO;17014 CAIRO MONTENOTTE SV;CAIRO MONTENOTTE;SV;44,4008072;8,2732463;NORD;NOTA ;TERMICO;COMBINATO;SI;SI;NO;1,5;21,6
UP_MRCLLINARA_1;;IVPC POWER 4 S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MARCELLINARA;GSE;88044 MARCELLINARA CZ;MARCELLINARA;CZ;38,9283997;16,4950131;SUD;UNITÀ DI PROD.NE 1 DELL`IMPIANTO IVPC POWER 4 DI MARCELLINARA-SETTINGIANO-CARAFFA DI CATANZARO (CZ) ;EOLICO;EOLICO;SI;SI;NO;0;12,75
UP_GRECI2_1;;I.V.P.C. POWER 8 SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;GRECI 2;GSE;83030 GRECI AV;GRECI;AV;41,2530228;15,1693633;CSUD;UNITA` DI PRODUZIONE DELL`IMPIANTO DI GRECI 2 ;EOLICO;EOLICO;SI;SI;NO;0;11,05
UP_SANMARCO_1;;I.V.P.C. POWER 8 SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;SAN MARCO;GSE;82029 SAN MARCO DEI CAVOTI BN;SAN MARCO DEI CAVOTI;BN;41,3091933;14,8790915;CSUD;UNITA` DI PRODUZIONE DELL`IMPIANTO DI SAN MARCO ;EOLICO;EOLICO;SI;SI;NO;0;14,8
UP_SNFLRCRFF2_1;;I.V.P.C. POWER 9 S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;SAN FLORO - CARAFFA 2;GSE;88021 SAN FLORO CZ;SAN FLORO;CZ;38,8372998;16,5181168;SUD;UNITÀ DI PRODUZIONE SAN FLORO - CARAFFA 2 AFFERENTE ALLA SS.NE DI MARCELLINARA (CZ) ;EOLICO;EOLICO;SI;SI;NO;0;18,4
UP_IVPC_ALBE_1;;I.V.P.C. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IVPC ALBERONA;GSE;71031 ALBERONA FG;ALBERONA;FG;41,442188;15,1102439;SUD;Unità di Produzione n 1 dell`Impianto IVPC ALBERONA;EOLICO;EOLICO;SI;SI;NO;0;36
UP_IVPC_ANZA_1;;I.V.P.C. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IVPC ANZANO;GSE;71020 ANZANO DI PUGLIA FG;ANZANO DI PUGLIA;FG;41,1188151;15,2915009;SUD;Unità di Produzione n 1 dell`Impianto IVPC ANZANO ;EOLICO;EOLICO;SI;SI;NO;0;49,2
UP_IVPC_FOIA_1;;I.V.P.C. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IVPC FOIANO;GSE;82020 FOIANO DI VAL FORTORE BN;FOIANO DI VAL FORTORE;BN;41,3531683;14,9809775;CSUD;UNITÀ DI PRODUZIONE N 1 DELL`IMPIANTO IVPC FOIANO ;EOLICO;EOLICO;SI;SI;NO;0;54
UP_IVPC_MONT_1;;I.V.P.C. SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IVPC MONTEFALCONE;GSE;82025 MONTEFALCONE DI VAL FORTORE BN;MONTEFALCONE DI VAL FORTORE;BN;41,3240758;15,0088677;CSUD;Unità di Produzione n 1 dell`Impianto IVPC MONTEFALCONE ;EOLICO;EOLICO;SI;SI;NO;0;30
UP_CHP_1;;KIMBERLY-CLARK S.R.L.;ENOI POWER;CHP;ENOI;28078 ROMAGNANO SESIA NO;ROMAGNANO SESIA;NO;45,6347098;8,3816172;NORD;IMPIANTO DI COGENERAZIONE;TERMICO;COMBINATO;SI;SI;NO;0;18,2
UP_LMDCLMENTE_1;;LATERZA WIND 2 S.R.L.;GREEN TRADE;LAMIA DI CLEMENTE;GREEN TRADE;74014 LATERZA TA;LATERZA;TA;40,6349441;16,784088;BRNN;l`impianto è costituito da 6 wtg di potenza 2,04 MW. Lo stallo sarà condiviso con l`UP  LAMCARVOTTA.;EOLICO;EOLICO;SI;SI;NO;0;12,1176
UP_CNTRLDCGNR_48;;LEONARDO ENERGIA;AXPO ITALIA SPA;CENTRALE DI COGENERAZIONE AEROPORTO FIUMICINO;AXPO;00054 FIUMICINO RM;FIUMICINO;RM;41,7735409;12,2397117;CSUD;IMPIANTO DI COGENERAZIONE PER TELERISCALDAMENTO E PRODUZIONE DI ENERGIA ELETTRICA;TERMICO;TRADIZIONALE;SI;SI;NO;0;10
UP_VNTODIVINO_1;;LIBECCIO SRL;GREEN TRADE;Vento DI Vino;GREEN TRADE;91026 MAZARA DEL VALLO TP;MAZARA DEL VALLO;TP;37,6550933;12,5899615;SICI;Impianto eolico composto da 7 areogeneratori per una potenza complessiva di 23,60 MW;EOLICO;EOLICO;SI;SI;NO;0;23,6
UP_DARFO_1;;LINEA ENERGIA SPA;LINEA PIU' SPA;DARFO;LINEA PIU';25047 DARFO BOARIO TERME BS;DARFO BOARIO TERME;BS;45,8815885;10,1877542;NORD;NOTA;IDRICO;FLUENTE;SI;SI;NO;2,5;9,7
UP_MAZZUNNO_1;;LINEA ENERGIA SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MAZZUNNO;GSE;25047 DARFO BOARIO TERME BS;DARFO BOARIO TERME;BS;45,8865885;10,1807542;NORD;NOTA ;IDRICO;FLUENTE;SI;SI;NO;2,5;10,7
UP_RESIO_1;;LINEA ENERGIA SPA;LINEA PIU' SPA;RESIO;LINEA PIU';25040 ESINE BS;ESINE;BS;45,9256174;10,2493838;NORD;NOTA ;IDRICO;FLUENTE;SI;SI;NO;0,5;12,3
UP_LANUVIO_1;;LIRA PV;EDISON TRADING SPA;LANUVIO;EDISON;00040 LANUVIO RM;LANUVIO;RM;41,675393;12,6980262;CSUD;Impianto fotovoltaico della potenza di picco 22871,37 kW sito in Lanuvio;SOLARE;SOLARE;SI;SI;NO;0;22,871372
UP_PARONA_1;;LOMELLINA ENERGIA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;PARONA;GSE;27020 PARONA PV;PARONA;PV;45,2824967;8,7495391;NORD;TERMOVALORIZZATORE ;TERMICO;TRADIZIONALE;SI;SI;NO;4;44
UP_MNTECAVUTI_1;;LONGANO EOLICA SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MONTE CAVUTI;GSE;86090 LONGANO IS;LONGANO;IS;41,5216104;14,2477314;SUD;IMP. EOLICO SITO IN LOC. MONTE CAVUTI(ISERNIA) COSTITUITO DA 12 AEREOGEN. VESTAS V52 DA 850 KW ;EOLICO;EOLICO;SI;SI;NO;0;10,72
UP_MURGE_1;;LUCKY WIND SPA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MURGE 1;GSE;71021 ACCADIA FG;ACCADIA;FG;41,1564888;15,3315639;SUD;UPR DERIVANTE DALLA UNIFICAZIONE DI 5 UPNR PRECEDENTEMENTE ESISTENTI;EOLICO;EOLICO;SI;SI;NO;0;15,9
UP_MALALBERGO_1;;MALALBERGO SRL;EDELWEISS ENERGIA SPA;MALALBERGO;EDELWEISS;40051 MALALBERGO BO;MALALBERGO;BO;44,7179078;11,5297213;CNOR;Impianto solare fotovoltaico;SOLARE;SOLARE;SI;SI;NO;0;10,5
UP_DLCTEOLICO_1;;MARGHERITA S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Deliceto Eolico;GSE;71026 DELICETO FG;DELICETO;FG;41,2380168;15,3651953;SUD;Parco Eolico 18MW loc. `Pozzo Salito` Deliceto (FG);EOLICO;EOLICO;SI;SI;NO;0;18
UP_FT20DIFESA_1;;MARGHERITA S.R.L.;DUFERCO ENERGIA S.P.A.;Faeto 20 Difesa;DUFERCO;71020 FAETO FG;FAETO;FG;41,3333966;15,1486884;SUD;Impianto eolico Potenza 16,4 MVA sito in loc. `Difesa` - Faeto (FG) proprietà Difesa Wind Srl;EOLICO;EOLICO;SI;SI;NO;0;16,4
UP_MATOS_1;;MATOS SRL;EDISON TRADING SPA;misiliscemi;EDISON;91100 TRAPANI TP;TRAPANI;TP;38,0276177;12,523202;SICI;Impianto fotovoltaico potenza nominale (di picco): 19,3698 MWp. Comune di Trapani. ;SOLARE;SOLARE;SI;SI;NO;5;19,3698
UP_MEGASOL13_1;;MEGASOL S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;MEGASOL 13;GSE;01014 MONTALTO DI CASTRO VT;MONTALTO DI CASTRO;VT;42,3598588;11,5878204;CSUD;Impianto solare fotovoltaico con potenza di picco 13,24 MWp;SOLARE;SOLARE;SI;SI;NO;0;13,24
UP_PRCLCLCAMO_1;;MER.WIND S.R.L.;EP PRODUZIONE SPA;PARCO EOLICO ALCAMO;EP PRODUZIONE;91011 ALCAMO TP;ALCAMO;TP;37,9783947;12,9686255;SICI;Parco eolico Alcamo;EOLICO;EOLICO;SI;SI;NO;0;32
UP_MIMIANI_1;;MIMIANI WIND SRL;DUFERCO ENERGIA S.P.A.;MIMIANI;DUFERCO;94100 ENNA EN;ENNA;EN;37,5705551;14,2681913;SICI;L`IMP.EOLICO È COMPOSTO DA 11 WTG DA 2MW L`UNA DI MARCA REPOWER;EOLICO;EOLICO;SI;SI;NO;0;22
UP_GREENPATTI_1;;MINERVA MESSINA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;GREENPATTI;GSE;98066 PATTI ME;PATTI;ME;38,1386229;14,966624;SICI;IMPIANTO DENOMINATO GREEN PATTI DA 21 AEROGENERATORI NORDEX N90 2300KW CAD.;EOLICO;EOLICO;SI;SI;NO;0;48,3
UP_CSTLDLUCIO_1;;MINERVA S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;CASTEL DI LUCIO;GSE;98070 CASTEL DI LUCIO ME;CASTEL DI LUCIO;ME;37,887652;14,3132362;SICI;IMPIANTO EOLICO COSTITUITO DA 27 AEROGENERATORI;EOLICO;EOLICO;SI;SI;NO;0,01;22,95
UP_TROIA2_2;;MISTRAL SPA;AXPO ITALIA SPA;TROIA2;AXPO;71029 TROIA FG;TROIA;FG;41,3747802;15,2871141;SUD;UNITÀ DI PRODUZIONE TROIA(FG) C.DA SAN PAOLO ;EOLICO;EOLICO;SI;SI;NO;0;15
UP_BRLTTA10MW_1;;MURGEOLICA SRL;EDISON TRADING SPA;BARLETTA 10MW;EDISON;76121 BARLETTA BT;BARLETTA;BT;41,3196635;16,2838207;SUD;CONTATORE BIDIREZIONALE ;EOLICO;EOLICO;SI;SI;NO;0;10
UP_CRLUVA16MW_1;;MURGEOLICA SRL;EDISON TRADING SPA;CARLUVA 16MW;EDISON;76013 MINERVINO MURGE BT;MINERVINO MURGE;BT;41,1006165;16,0543816;SUD;CONTATORE BIDIREZIONALE ;EOLICO;EOLICO;SI;SI;NO;0;12
UP_CPONTE14MW_1;;MURGEOLICA SRL;EDISON TRADING SPA;CIPONTE 14MW;EDISON;76013 MINERVINO MURGE BT;MINERVINO MURGE;BT;41,1056165;16,0473816;SUD;CONTATORE BIDIREZIONALE ;EOLICO;EOLICO;SI;SI;NO;0;10
UP_SNMRTNNPNS_2;;NEW GREEN MOLISE SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;SAN MARTINO IN PENSILIS;GSE;86046 SAN MARTINO IN PENSILIS CB;SAN MARTINO IN PENSILIS;CB;41,870085;15,0109437;SUD;UP EOLICA COMPOSTA DA 29 AEROGENERATORI;EOLICO;EOLICO;SI;SI;NO;0;58
UP_NOVEL_1;;NOVEL SPA;ALPIQ ENERGIA ITALIA SPA;NOVEL;ALPIQ;28100 NOVARA NO;NOVARA;NO;45,44693;8,6221612;NORD;IMPIANTO DI COGENERAZIONE CHE FORNISCE VAPORE ALLE AZIENDE DEL POLO INDUSTRIALE DI NOVARA;TERMICO;COMBINATO;SI;SI;NO;68;97
UP_GRAVINANE_1;;NUOVA ENERGIA S.R.L.;AXPO ITALIA SPA;Gravina NE;AXPO;70024 GRAVINA IN PUGLIA BA;GRAVINA IN PUGLIA;BA;40,8171447;16,418512;SUD;L`UPR è costituita da n. 24 aerogeneratori della potenza attiva pari a 3 MW ciascuno ;EOLICO;EOLICO;SI;SI;NO;0;72
UP_NVCRTRDTVL_1;;NUOVE CARTIERE DI TIVOLI SPA;NUOVE CARTIERE DI TIVOLI SPA;NUOVE CARTIERE DI TIVOLI SPA;NUOVE CARTIERE TIVOLI;00019 TIVOLI RM;TIVOLI;RM;41,964817;12,7952261;CSUD;UNITÀ DI PRODUZIONE DEDICATA ALL`ATTIVITÀ DI CARTIERA CON CESSIONE ECCEDENZE ALLA RETE ;AUTOPRODUTTORE;Termico TURBOGAS;NO;NO;NO;6,1;12,4
UP_NVPGNONEMS_1;;NUOVO PIGNONE S.P.A.;ELECTRADE SPA;NUOVO PIGNONE MS;ELECTRADE;19020 PIGNONE SP;PIGNONE;SP;44,1793584;9,7241178;CNOR;BANCO PROVA PER COLLAUDO TURBINE;TERMICO;TURBOGAS;SI;SI;NO;5;31,2
UP_RDNVLLSCDL_1;;ORDONA ENERGIA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;ORDONA VALLE SCODELLA;GSE;71040 ORDONA FG;ORDONA;FG;41,3194165;15,6196448;SUD;IMPIANTO EOLICO COSTITUITO DA 17 AEROGENERATORI ;EOLICO;EOLICO;SI;SI;NO;0,1;34
UP_RSMAGGIORE_1;;ORSA MAGGIORE PV SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;ORSA MAGGIORE;GSE;00061 ANGUILLARA SABAZIA RM;ANGUILLARA SABAZIA;RM;42,0914786;12,2715458;CSUD;IMPIANTO FOTOVOLTAICO;SOLARE;SOLARE;SI;SI;NO;5;15
UP_PRCLCCCLLO_1;;PARCO EOLICO COCULLO S.P.A.;AXPO ITALIA SPA;PARCO EOLICO COCULLO;AXPO;67030 COCULLO AQ;COCULLO;AQ;42,0319914;13,7750784;CSUD;UNITA` DI PRODUZIONE N 1 DELL`IMPIANTO DI COCULLO ;EOLICO;EOLICO;SI;SI;NO;0;31,45
UP_GRFALCOPEG_1;;PARCO EOLICO GIRIFALCO SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;GIRIFALCO-PEG;GSE;88024 GIRIFALCO CZ;GIRIFALCO;CZ;38,8290653;16,4139345;SUD;IMPIANTO DI GENERAZIONE ELETTRICA DA FONTE EOLICA - PEG;EOLICO;EOLICO;SI;SI;NO;0;30
UP_LICODIA_1;;PARCO EOLICO LICODIA EUBEA S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;LICODIA EUBEA;GSE;95040 LICODIA EUBEA CT;LICODIA EUBEA;CT;37,155144;14,7002376;SICI;IMPIANTO EOLICO COSTITUITO DA 26 AEROGENERATORI;EOLICO;EOLICO;SI;SI;NO;0;22,1
UP_PRCLCRDONA_1;;PARCO EOLICO ORDONA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;PARCO EOLICO ORDONA;GSE;71040 ORDONA FG;ORDONA;FG;41,3244165;15,6126448;SUD;IMPIANTO EOLICO ORDONA;EOLICO;EOLICO;SI;SI;NO;0;26
UP_FERRANTI_1;;PARCO EOLICO ORTA NOVA;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Ferranti;GSE;71045 ORTA NOVA FG;ORTA NOVA;FG;41,3329916;15,702254;SUD;Impianto eolico on-shore: 21 aerogeneratori da 2,6 MW per un totale di 54,6 MW;EOLICO;EOLICO;SI;SI;NO;0;54,6
UP_PRCLCPGGML_1;;PARCO EOLICO RIPARBELLA;2V ENERGY;"Parco Eolico ""Poggio Malconsiglio""";2V;56046 RIPARBELLA PI;RIPARBELLA;PI;43,3663884;10,6009713;CNOR;Impianto eolico 20 MW in loc. Poggio Malconsiglio nel comune di Riparbella (PI);EOLICO;EOLICO;SI;SI;NO;0;20
UP_LECCE3_1;;PARCO EOLICO SALENTINO S. MARIA D'AURIO S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;LECCE3;GSE;73100 LECCE LE;LECCE;LE;40,3515155;18,1750161;SUD;L`IMPIANTO È DI TIPO EOLICO QUINDI NON PROGRAMMABILE ;EOLICO;EOLICO;SI;SI;NO;0;36
UP_LECCE3_2;;PARCO EOLICO SALENTINO S. MARIA D'AURIO S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;LECCE3;GSE;73100 LECCE LE;LECCE;LE;40,3565155;18,1680161;SUD;Impianto eolico on-shore: 6 aerogeneratori da 2 MW per un totale di 12 MW;EOLICO;EOLICO;SI;SI;NO;0;12
UP_PSNFRNCSCO_1;;PARCO EOLICO SAN FRANCESCO SRL;EDISON TRADING SPA;P.E. SAN FRANCESCO;EDISON;88814 MELISSA KR;MELISSA;KR;39,3141119;17,0201259;SUD;IMPIANTO DI GENERAZIONE DA FONTE EOLICA 26MW;EOLICO;EOLICO;SI;SI;NO;0;26
UP_PSTICCIOLA_1;;PARCO EOLICO STORNARA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Posticciola;GSE;71047 STORNARA FG;STORNARA;FG;41,2859266;15,7682428;SUD;Imp. eolico  Posticciola 12MW sito nel comune di stornara formato da 6 aerogeneratori 2MW ;EOLICO;EOLICO;SI;SI;NO;0;12
UP_PRCLCMNTCR_1;;PARCOEOLICO CARPINACCIO S.R.L.;2V ENERGY;Parco Eolico Monte Carpinaccio;2V;50033 FIRENZUOLA FI;FIRENZUOLA;FI;44,1197838;11,3785546;CNOR;Impianto eolico 13,6 MW in loc. Monte Carpinaccio - Peglio nel Comune di Firenzuola (FI);EOLICO;EOLICO;SI;SI;NO;0;13,6
UP_PSCINAWIND_1;;PESCINA WIND SRL;ENECO TRADE SRL;PESCINA WIND;ENECO;67057 PESCINA AQ;PESCINA;AQ;42,0253997;13,6505082;CSUD;IMPIANTO EOLICO 16 MW;EOLICO;EOLICO;SI;SI;NO;0,5;16
UP_SUGARELLA_1;;PHENIX RENEWABLES SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Sugarella;GSE;01011 CANINO VT;CANINO;VT;42,4664958;11,7472561;CSUD;fotovoltaico;SOLARE;SOLARE;SI;SI;NO;0,5;24
UP_PNSNBIAGIO_1;;PIANO SAN BIAGIO WIND FARM SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;Piano San Biagio;GSE;88900 CROTONE KR;CROTONE;KR;39,0807932;17,1271102;SUD;Piano San Biagio Wind Farm srl - impianto eolico 30MW - Crotone;EOLICO;EOLICO;SI;SI;NO;0;30
UP_VNTPANSANO_1;;PIANSANO ENERGY S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;vento a Piansano;GSE;01010 PIANSANO VT;PIANSANO;VT;42,5200588;11,8288661;CSUD;impianto eolico da 42 MW ubicato in Piansano (VT) e connesso a RTN 150 KV;EOLICO;EOLICO;SI;SI;NO;17;42
UP_CNTRLMNTCR_7;;PIETRAGALLA EOLICO SRL;AXPO ITALIA SPA;Centrale Monte Carmine;AXPO;85021 AVIGLIANO PZ;AVIGLIANO;PZ;40,7249;15,7215967;SUD;collegamento indiretto in antenna alla RTN 150 kV in CU Enel di Avigliano (Potenza);EOLICO;EOLICO;SI;SI;NO;0,07;20
UP_PITAGORA_1;;PITAGORA S.R.L.;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;PITAGORA;GSE;88841 ISOLA DI CAPO RIZZUTO KR;ISOLA DI CAPO RIZZUTO;KR;38,9579722;17,0816023;SUD;ASSETTO N1 UP PITAGORA ;EOLICO;EOLICO;SI;SI;NO;0;45,9
UP_SANNA012_1;;PITAGORA S.R.L.;AXPO ITALIA SPA;S.ANNA_012;AXPO;88842 CUTRO KR;CUTRO;KR;39,0409151;16,963633;SUD;CENTRALE EOLICA COSTITUITA DA 32 WTG DI POTENZA COMPLESSIVA 64 MW;EOLICO;EOLICO;SI;SI;NO;0;64
UP_PRUSCA_1;;PODINI HOLDING SPA;ENECO TRADE SRL;P. RUSCA;ENECO;20062 CASSANO D'ADDA MI;CASSANO D'ADDA;MI;45,526634;9,5140979;NORD;C.LE IDROELETTRICA AD ACQUA FLUENTE ;IDRICO;FLUENTE;SI;SI;NO;2;8,4
UP_LNZRAVENNA_1;;POLYNT SPA;AXPO ITALIA SPA;LONZA RAVENNA;AXPO; RAVENNA RA;RAVENNA;RA;44,4283598;12,1895294;NORD;UNITÀ DI COGENERAZIONE DI EE (AUTOCONSUMO + CESSIONE), ASSOCIATA AD IMPIANTO CHIMICO DI PRODUZIONE. ;AUTOPRODUTTORE;Termico MISTO;NO;NO;NO;1;21,5
UP_PNTLBANITO_2;;PONTE ALBANITO;ENOI POWER;PONTE ALBANITO;ENOI;71025 CASTELLUCCIO DEI SAURI FG;CASTELLUCCIO DEI SAURI;FG;41,3050396;15,4788116;FOGN;UPR composta da n.8 WTG tipo GE 2.85 - 103UPR in cessione totale;EOLICO;EOLICO;SI;SI;NO;0;22,8
UP_PFLOR_1;;POWERFLOR SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;PFLOR;GSE;70056 MOLFETTA BA;MOLFETTA;BA;41,1983536;16,5894695;SUD;IMPIANTO A CICLO COMBINATO COSTITUITO DA 2 MOTORI ENDOTERMICI A BIOMASSA E DA UNA TURBINA A VAPORE;TERMICO;MISTO;SI;SI;NO;1;37,3
UP_MPNTDTRMVL_1;;PRIMA SRL;GESTORE DEI SERVIZI ENERGETICI - GSE SPA;IMPIANTO DI TERMOVALORIZZAZIONE RIFIUTI DI TREZZO SULL'ADDA;GSE;20056 TREZZO SULL'ADDA MI;TREZZO SULL'ADDA;MI;45,6092808;9,4971019;NORD;IMPIANTO DI TERMOVALORIZZAZIONE DI TREZZO SULL`ADDA. ;TERMICO;RINNOVABILE PROGRAMMABILE;SI;SI;NO;5;19,5
